id.source,id.local,id.global,firstName,lastName,nameAtBirth,dateOfBirth,placeOfBirth,plz,city
dup,7227197532793356673,7227197532793356673,Maria,Hessel,Dietz,24.02.1934,Nittendorf,90610,Winkelhaid
dup,7227764371951566444,7227764371951566444,Ulrich,Koester,,09.05.1982,,32547,Hille
dup,7227998748402102782,7227998748402102782,Jutta,Stroh,,15.11.1985,,40545,Duesseldorf
dup,7228691619439593073,7228691619439593073,Dorothea,Dietz,,18.12.1959,,,
dup,7228936136022670963,7228936136022670963,Thomas,Forster,,23.08.1973,,79283,Bollschweil
dup,7229727706734703167,7229727706734703167,Rainer,Schulz,Busch,12.12.1993,Rodalben,34434,Borgentreich
dup,7232461149385177324,7232461149385177324,Elke,Boerner,,26.12.1942,,76646,Bruchsal
dup,7232730312369456979,7232730312369456979,Horst,Kluth,,26.05.1962,,,
dup,7235724601889080197,7235724601889080197,Hildegard,Arnold,,12.09.1969,,01279,Dresden
dup,7235920124537778762,7235920124537778762,Barbara,Keil,,28.10.1963,,65428,Ruesselsheim
dup,7238177425451862080,7238177425451862080,Magdalene,Wischnewski,,06.08.1986,,64846,Gross-Zimmern
dup,7238842556300180702,7238842556300180702,Marion,Schild,,06.01.1943,,73035,Goeppingen
dup,7240570049658962004,7240570049658962004,Eva-Maria,Demir,,17.08.1975,,,
dup,7241326390368844483,7241326390368844483,Elisabeth,Uhlig,,13.01.1940,,36093,Kuenzell
dup,7241576911540500012,7241576911540500012,Andreas,Seifert,,04.04.1981,,,
dup,7242768715955419170,7242768715955419170,Beate,Schneider,,28.01.1951,,18225,Kuehlungsborn
dup,7242793088873153420,7242793088873153420,Renate,Goering,Hufnagel,03.05.1936,Breitenbrunn,87739,Breitenbrunn
dup,7244285465787973756,7244285465787973756,Eva,Mehnert,Mehnert,09.11.1979,Ismaning,85748,Ismaning
dup,7246219159261590411,7246219159261590411,Elke,Zimmermann,,16.09.1968,,40595,Duesseldorf
dup,7246274720083652888,7246274720083652888,Andree,Schramm,Schramm,23.12.1936,Koblenz,56068,Koblenz
dup,7246707489442975532,7246707489442975532,Konrad,Lauer,,01.10.1987,,,
dup,7247534299492861766,7247534299492861766,Dieter,Richter,,13.03.1986,,,
dup,7248646810851782676,7248646810851782676,Stephan,Schuster,,13.11.1955,,58809,Neuenrade
dup,7250601004575536631,7250601004575536631,Udo,Lange,,04.04.1977,,,
dup,7250750593131200185,7250750593131200185,Martin,Mauch,,29.08.1979,,14774,Rhinow
dup,7251392378621741742,7251392378621741742,Andreas,Kramer,,28.06.2000,,,
dup,7251462382145224620,7251462382145224620,Andrea,Mehnert,,06.03.1958,,85748,Ismaning
dup,7251893904481535842,7251893904481535842,Heinrich,Becker,,24.09.1932,,,
dup,7252233253983731270,7252233253983731270,Wilfried,Klocke,Klocke,07.08.1959,Wernigerode,78661,Dietingen
dup,7254956497619499047,7254956497619499047,Danuta,Menne,,27.09.1955,,91550,Dinkelsbuehl
dup,7255558572514523103,7255558572514523103,Irene,Menzel,,01.11.1990,,52066,Aachen
org,7256044682906088292,7256044682906088292,Karl-Heinz,Weber,,20.07.1932,,94113,Tiefenbach
dup,7256044682906088292,7256044682906088292,Karl-Heinz,Weber,,20.07.1932,,,
dup,7258070510468877291,7258070510468877291,Hans,Mangold,Mangold,08.09.1968,Hinterweidenthal,67065,Hinterweidenthal
dup,7260451850980246019,7260451850980246019,Helmut,Schuett,,03.05.1958,,86981,Kinsau
dup,7262862747306801789,7262862747306801789,Helmut,Schmid,,11.11.1974,,31604,Raddestorf
dup,7262901531469696630,7262901531469696630,Martina,Lemke,,06.06.1981,,,
dup,7263008263698532646,7263008263698532646,Joachim,Herrmann,,09.02.1952,,38239,Salzgitter
dup,7263094631495780250,7263094631495780250,Karl,Grimm,,15.06.1987,,66399,Mandelbachtal
dup,7266823178701946028,7266823178701946028,Helga,Goetz,Goetz,15.06.1972,Moessingen,,
dup,7270524236470503745,7270524236470503745,Walter,Moritz,,02.02.1973,,66839,Schmelz
dup,7270984762422281007,7270984762422281007,Herta,Schumacher,,27.01.2003,,,
dup,7274186772973401614,7274186772973401614,Gerhard,Schwenk,Weiss,11.01.1992,Diedorf,,
dup,7278105409726925997,7278105409726925997,Alfred,Linder,,27.05.1924,,48465,Suddendorf
dup,7279289849040321121,7279289849040321121,Juergen,Schirmer,,10.10.1998,,,
dup,7279605781887337619,7279605781887337619,Guenter,Dunkel,,17.06.1931,,83059,Kolbermoor
dup,7279904884827636475,7279904884827636475,Brigitte,Schuler,,24.12.1964,,,
dup,7279909324771838282,7279909324771838282,Thomas,Werner,,15.08.1953,,45525,Hattingen
dup,7280621559358245859,7280621559358245859,Maria,Lenz,,27.12.1987,,13591,Berlin
dup,7284731229499931465,7284731229499931465,Brigitte,Arend,,13.04.1970,,37081,Goettingen
dup,7285664888007772875,7285664888007772875,Danny,Witt,Witt,16.05.1959,Ismaning,,
dup,7287283811244683531,7287283811244683531,Ellen,Schmidt,,30.01.2009,,76887,Oberhausen
dup,7289002919355136559,7289002919355136559,Silke,Ernst,,27.01.2000,,14163,Berlin
dup,7289891070769186017,7289891070769186017,Meike,Kuehn,Kuehn,08.10.1961,Buende,76726,Germersheim
dup,7290034033301014348,7290034033301014348,Marita,Wagner,,04.03.1992,,39218,Barleben
dup,7292281091047797053,7292281091047797053,Peter,Plum,,10.08.1933,,10555,Berlin
dup,7294045595901800564,7294045595901800564,Rudolf,Freitag,,18.09.1936,,28217,Bremen
dup,7295119411387909157,7295119411387909157,Horst,Seger,,08.11.2001,,72766,Reutlingen
dup,7295462373383519192,7295462373383519192,Elke,Trost,Trost,28.06.2008,Essen,45257,Essen
dup,7297745594950532274,7297745594950532274,Bettina,Dietz,,17.05.1983,,13349,Berlin
dup,7301084382458236389,7301084382458236389,Inge,Fast,,08.06.1953,,92637,Weiden
dup,7304199784012102271,7304199784012102271,Urte,Franzen,,10.02.1937,,44532,Luenen
dup,7305581928862891329,7305581928862891329,Dieter,Klenk,,11.05.1994,,09113,Chemnitz
dup,7305726966283155027,7305726966283155027,Erna,Hartung,,29.05.1947,,,
dup,7309187842266514887,7309187842266514887,Pietro,Brinkmann,,01.09.1926,,,
dup,7309254555803600104,7309254555803600104,Josef,Lemke,,24.09.1965,,32130,Enger
dup,7309471680746308319,7309471680746308319,Josef,Roth,Baumann,21.09.1968,Schoenefeld,35713,Eschenburg
dup,7309512566911093844,7309512566911093844,Katrin,Heim,,22.09.1959,,21035,Hamburg
dup,7309522237714971958,7309522237714971958,Franz,Pohl,,15.06.1998,,,
org,7309833545178984820,7309833545178984820,Christine,Kaiser,Kaiser,06.02.1986,Luebeck,35285,Rauschenberg
dup,7309833545178984820,7309833545178984820,Chrisxine,Kqaiser,Kaiser,06.02.1986,Luebeck,35285,Raucshenberg
dup,7311744687711895153,7311744687711895153,Maria,Frank,,10.12.1989,,10783,Berlin
dup,7311767012030431244,7311767012030431244,Martina,Heinze,,05.09.2000,,44652,Herne
dup,7313673562466304932,7313673562466304932,Lothar,Bollmann,Thiemann,25.02.1959,Dresden,01129,Dresden
dup,7314375627978393747,7314375627978393747,Willi,Opitz,,29.09.1963,,67105,Schifferstadt
dup,7314377635758847980,7314377635758847980,Christine,Korte,,24.09.2008,,80935,Muenchen
dup,7315170723110697259,7315170723110697259,Horst,Faust,,02.12.1997,,,
dup,7316349854521274981,7316349854521274981,Andrea,Schmidt,,21.12.1973,,97959,Assamstadt
dup,7324733326053784586,7324733326053784586,Theo,Paulsen,,28.07.1931,,41236,Moenchengladbach
dup,7325850850319578159,7325850850319578159,Hildegard,Degen,Foerster,07.09.1957,Breitenbrunn/Erzgebirge,22880,Wedel
dup,7327761763496904714,7327761763496904714,Marianne,Roesler,Schroeter,22.03.1975,Koeln,50999,Koeln
dup,7327948859225821043,7327948859225821043,Luise,Boller,Boller,05.11.1976,Koeln,83670,Waakirchen
dup,7329583820767642524,7329583820767642524,Friedhelm,Lemke,,06.11.1979,,53797,Lohmar
dup,7330308571406551716,7330308571406551716,Anna,Wolf,,28.05.1994,,86678,Ehingen
dup,7330995939259203603,7330995939259203603,Evelyn,Reiss,,24.01.1951,,40789,Langenfeld
dup,7331985591894886188,7331985591894886188,Regina,Schmidt,,26.07.1939,,21339,Lueneburg
dup,7333253746907694014,7333253746907694014,Paul,Ehlers,Ehlers,10.08.1982,Sehlem,,
dup,7335250143293293424,7335250143293293424,Inge,Albers,Albers,02.11.1965,Duisburg,,
dup,7335712091992012764,7335712091992012764,Michael,Scheffler,,12.03.1969,,12555,Berlin
dup,7336088141497154419,7336088141497154419,Volker,Zeh,,07.05.1989,,67659,Kaiserslautern
dup,7336440501645758200,7336440501645758200,Hans-Dieter,Huebner,,20.09.1995,,75245,Neulingen
dup,7337773898699917317,7337773898699917317,Anja,Engel,,12.11.1974,,70563,Stuttgart
dup,7338248085471084320,7338248085471084320,Willi,Hess,,16.08.1923,,,
dup,7338393941330316478,7338393941330316478,Kristin,Schneider,,05.06.1938,,,
dup,7340046871662576725,7340046871662576725,Leopold,Jaeger,,26.04.1926,,08451,Crimmitschau
dup,7340745211383006652,7340745211383006652,Georg,Burkart,Froehlich,10.04.1985,Lotte,,
dup,7341288333713456206,7341288333713456206,Karl,Burkart,,20.03.1963,,76275,Ettlingen
dup,7342058832099493808,7342058832099493808,Petra,Korn,,20.08.2000,,12587,Berlin
dup,7342709234989352873,7342709234989352873,Andreas,Luedecke,,25.08.1962,,14469,Potsdam
dup,7343373929913795257,7343373929913795257,Gottfried,Schaefer,,28.03.1963,,71706,Markgroeningen
dup,7343759084783747558,7343759084783747558,Bianca,Schroeder,,04.10.1980,,,
dup,7345422200130192007,7345422200130192007,Gottfried,Lang,,28.09.1967,,59320,Ennigerloh
dup,7345757691892941043,7345757691892941043,Else,Mueller,,06.11.1957,,21357,Wittorf
dup,7347690855301531625,7347690855301531625,Maria,Krause,,16.12.2008,,27336,Haeuslingen
dup,7348687864017239294,7348687864017239294,Lilli,Loth,,17.11.1948,,32049,Herford
dup,7350530521637536373,7350530521637536373,Elisabeth,Winkler,,20.11.1942,,,
dup,7354980111447838086,7354980111447838086,Nadine,Wurm,Prange,26.11.1968,Kirchzarten,50739,Koeln
dup,7357932681815699497,7357932681815699497,Christian,Kaufmann,,09.11.1997,,53604,Erpel
dup,7358255793514236307,7358255793514236307,Peter,Wagner,,21.09.1948,,,
dup,7358497927896911838,7358497927896911838,Johanna,Marx,Marx,26.06.2002,Boppard,56154,Boppard
dup,7358770116964234440,7358770116964234440,Edith,Licht,,03.01.1928,,12489,Berlin
dup,7359163540843052625,7359163540843052625,Detlev,Bock,Bock,17.03.1992,Essen,45359,Essen
dup,7359795019541332671,7359795019541332671,Juergen,Altmann,,27.11.1992,,14163,Berlin
org,7360874766215761433,7360874766215761433,Manfred,Tesch,,25.04.2010,,50354,Huerth
dup,7360874766215761433,7360874766215761433,ranfred,Teschh,,25.04.2010,,50354,Huerht
dup,7362101204310867200,7362101204310867200,Andreas,Reitz,Reitz,14.10.1959,Essen,,
dup,7364850880662519061,7364850880662519061,Ludwig,Haegele,,16.09.1980,,39649,Sichau
dup,7365082014021928182,7365082014021928182,Anneliese,Drews,,11.07.1997,,07548,Gera
dup,7365441610729502283,7365441610729502283,Lore,Stellmacher,,05.11.2006,,28307,Bremen
dup,7366481759583947510,7366481759583947510,Johanna,Boettcher,,28.06.1942,,33775,Versmold
org,7366767661215693211,7366767661215693211,Sophia,Schuler,,09.05.1960,,81671,Muenchen
dup,7366767661215693211,7366767661215693211,Sophia,Kopp,Schuler,09.05.1960,,81671,Muenchen
dup,7370952930388194620,7370952930388194620,Wilfried,Ziegler,,27.11.1984,,,
dup,7372821570890449850,7372821570890449850,Hannelore,Schenkel,,27.01.1940,,91710,Gunzenhausen
dup,7377066557722115778,7377066557722115778,Theodor,Weber,,01.01.1996,,12529,Schoenefeld
dup,7378851145000501256,7378851145000501256,Marie-Luise,Koeppel,,17.12.1979,,74850,Schefflenz
dup,7379748796178151078,7379748796178151078,Elisabeth,Pfennig,,06.03.2001,,,
dup,7379827747133211885,7379827747133211885,Michael,Huber,Schumacher,12.07.1992,Sinsheim,,
dup,7380859211640321743,7380859211640321743,Hildegard,Liebig,,10.12.2003,,91336,Heroldsbach
dup,7383539797619751864,7383539797619751864,Ulrich,Velten,,27.08.1999,,52477,Alsdorf
dup,7385174878889294035,7385174878889294035,Horst,Krauss,,02.05.2000,,94065,Waldkirchen
dup,7388294876610736840,7388294876610736840,Anja,Schwarz,,02.04.1950,,,
dup,7388508815329545824,7388508815329545824,Inge,Ott,,27.11.1944,,47559,Kranenburg
dup,7388776819694913366,7388776819694913366,Dieter,Hiller,,03.03.1970,,86633,Donauwoerth
dup,7390114940659975106,7390114940659975106,Friederike,Spaeth,,25.06.1955,,19417,Warin
dup,7391364745034185922,7391364745034185922,Fred,Neumann,,14.09.1921,,72827,Wannweil
dup,7392699351611323106,7392699351611323106,Hans,Petermann,Zimmer,22.12.1962,Rhede,07927,Hirschberg
dup,7396034925956581758,7396034925956581758,Monique,Kurth,Kurth,20.09.1957,Muelsen,08132,Muelsen
dup,7397769053813097565,7397769053813097565,Elke,Hieber,,21.01.1946,,44809,Bochum
dup,7397854764540411836,7397854764540411836,Martin,Carstens,,17.02.1964,,95032,Hof
dup,7402857271287498036,7402857271287498036,Regine,Balzer,,05.10.1932,,40227,Duesseldorf
dup,7410559869435199655,7410559869435199655,Rudolf,Krueger,,29.12.1989,,12161,Berlin
dup,7414871501521139173,7414871501521139173,Walter,Schroeder,Puetz,08.12.1931,Lindenberg,67473,Lindenberg
dup,7415846847579442960,7415846847579442960,Thomas,Stein,,28.12.1966,,66740,Saarlouis
dup,7416618827828147661,7416618827828147661,Ulrike,Maier,Maier,12.06.1978,Eckental,,
dup,7417634696513802102,7417634696513802102,Mike,Berger,,01.09.1935,,14471,Potsdam
dup,7418437108563658030,7418437108563658030,Anne-Marie,Krug,Krug,07.12.1985,Voelklingen,64293,Darmstadt
dup,7419935065249659382,7419935065249659382,Judith,Walter,,21.07.1945,,,
dup,7421731862163600964,7421731862163600964,Lothar,Seitz,,22.05.1960,,40764,Langenfeld
dup,7424630158629516075,7424630158629516075,Herta,Loeser,Welz,20.09.1952,Muenstertal,02708,Schoenbach
dup,7427562648543970033,7427562648543970033,Gabriele,Paul,Paul,18.02.1950,Trassenheide,17449,Trassenheide
dup,7428307065572014063,7428307065572014063,Andre,Jensen,,06.04.1931,,38226,Salzgitter
dup,7428483404278025657,7428483404278025657,Herta,Mayerhofer,,01.05.1923,,,
dup,7429223093362180154,7429223093362180154,Antonius,Barth,Maul,24.07.1981,Halle,,
dup,7429695089270699716,7429695089270699716,Irene,Lenz,,12.09.1945,,31552,Rodenberg
dup,7431936907974459348,7431936907974459348,Michael,Metz,,05.09.1936,,,
dup,7432248402481034125,7432248402481034125,Mirjam,Glaeser,,24.08.1994,,76571,Gaggenau
dup,7433688015320992580,7433688015320992580,Karl-Heinz,Nolte,,19.01.1983,,,
dup,7434901832745857368,7434901832745857368,Marianne,Irrgang,,26.07.1963,,33142,Bueren
dup,7434967225825250287,7434967225825250287,Wolfgang,Jeschke,,17.09.1949,,54472,Veldenz
dup,7436585732369921281,7436585732369921281,Ewald,Jung,,22.06.1945,,66333,Voelklingen
dup,7436719615578912974,7436719615578912974,Robert,Meyer,,10.10.1966,,09629,Reinsberg
dup,7436821276750822792,7436821276750822792,Gerhard,Huber,,01.12.1944,,53783,Eitorf
dup,7438219811384112420,7438219811384112420,Helmut,Breuer,,08.07.1978,,18057,Rostock
dup,7441657903392769742,7441657903392769742,Gabriele,Wessels,,16.10.1968,,28259,Bremen
dup,7443777140868399462,7443777140868399462,Angelika,Lochner,,12.09.1968,,,
dup,7443983572859503446,7443983572859503446,Dieter,Lohse,,20.03.1957,,,
dup,7445073388198935154,7445073388198935154,Lisa,Kircher,,13.04.1955,,63843,Niedernberg
dup,7445274030995227759,7445274030995227759,Gisela,Schmidt,,31.01.1947,,,
dup,7448500803948163719,7448500803948163719,Petra,Mueller,,05.06.1925,,40764,Langenfeld
dup,7455373950677435896,7455373950677435896,Horst,Schulze,,28.02.1951,,,
dup,7458294572852921188,7458294572852921188,Gertrud,Krueger,Hahn,18.12.1940,Willebadessen,34439,Willebadessen
dup,7458910866327583888,7458910866327583888,Siegfried,Ross,,14.02.1966,,,
dup,7461760557331138184,7461760557331138184,Elisabeth,Schulz,,03.05.1964,,76187,Karlsruhe
dup,7461907580281507062,7461907580281507062,Heinz,Weiner,,30.11.1968,,45329,Essen
dup,7464194823372259094,7464194823372259094,Rolf,Lenz,,03.10.1974,,19348,Wolfshagen
dup,7465022631423003264,7465022631423003264,Herbert,Lange,,01.01.1947,,,
dup,7466596934261620776,7466596934261620776,Klara,Fischer,,05.06.1922,,49835,Wietmarschen
dup,7467101027847783499,7467101027847783499,Dieter,Frenzel,,19.02.1945,,49716,Meppen
dup,7468143841489433061,7468143841489433061,Irmgard,Schroeder,,28.04.1979,,,
dup,7469225043182239869,7469225043182239869,Elena,Schmidt,,01.09.1974,,55124,Mainz
dup,7470155076797971018,7470155076797971018,Michael,Nass,,15.03.1935,,49393,Vechta
dup,7470382357551758675,7470382357551758675,Claudia,Mueller,,05.07.1926,,,
dup,7472626170771491738,7472626170771491738,Johannes,Roos,,15.08.1962,,74420,Oberrot
dup,7476976918699593141,7476976918699593141,Volker,Betz,,28.12.1967,,40489,Duesseldorf
dup,7477959941871979669,7477959941871979669,Andrea,Kohl,,17.04.2005,,37154,Northeim
dup,7483056684834573775,7483056684834573775,Philipp,Knebel,Knebel,12.10.2010,Asperg,,
dup,7483081911062056652,7483081911062056652,Susanne,Walter,Walter,30.07.1945,Essen,45128,Essen
dup,7483673061101424258,7483673061101424258,Werner,Froehlich,,15.12.1966,,01454,Wachau
dup,7484072747063098454,7484072747063098454,Guenther,Steininger,Post,01.10.1972,Schwalmtal,21680,Stade
dup,7484655646941528319,7484655646941528319,Karl-Heinz,Frings,,09.04.1957,,,
dup,7490022200141462307,7490022200141462307,Gertrud,Grimmer,Grimmer,07.12.1926,Heilbronn,74072,Heilbronn
dup,7491702942375130154,7491702942375130154,Anna,Schmitt,,29.07.1992,,28777,Bremen
dup,7492622445970894956,7492622445970894956,Grete,Beyer,,09.07.2004,,32479,Hille
dup,7493800255211420446,7493800255211420446,Christel,Schlegel,,07.07.1959,,49525,Lengerich
dup,7496123744416741872,7496123744416741872,Frank,Lehmann,,28.08.1985,,59065,Hamm
dup,7501029870137855449,7501029870137855449,Andreas,Metz,Ludwig,19.08.1951,Brieselang,14656,Brieselang
dup,7501501938786060864,7501501938786060864,Sandra,Schoene,,10.09.1997,,74564,Crailsheim
dup,7501794277499846097,7501794277499846097,Viktor,Dreyer,,24.03.1932,,26180,Rastede
dup,7501899949059621555,7501899949059621555,Thomas,Schenke,Strauch,16.08.1988,Volxheim,55546,Volxheim
dup,7502025745986044565,7502025745986044565,Christiane,Rasch,Nestler,21.05.1935,Erlangen,91056,Erlangen
dup,7502807911811927378,7502807911811927378,Hartmut,Opitz,,06.07.1949,,,
dup,7505598737275897314,7505598737275897314,Ewald,Adam,,18.04.1976,,26169,Friesoythe
dup,7505603835838772048,7505603835838772048,Annemarie,Wolf,,11.09.1945,,76571,Gaggenau
dup,7507811828748403751,7507811828748403751,Annemarie,Dahm,Dahm,29.11.1960,Leipzig,97714,Oerlenbach
dup,7510998819484645440,7510998819484645440,Erna,Maier,,18.12.1969,,67126,Hochdorf-Assenheim
dup,7511410275282959797,7511410275282959797,Manuela,Bittner,,18.05.1943,,21354,Bleckede
dup,7511802694440535975,7511802694440535975,Helma,Reuter,,10.11.1980,,30159,Hannover
dup,7516464963468049308,7516464963468049308,Katrin,Miller,,26.04.1967,,25899,Niebuell
dup,7516808441336121028,7516808441336121028,Edgar,Vogel,,01.09.1960,,,
dup,7517267203748744732,7517267203748744732,Theo,Jung,,04.06.1950,,,
dup,7521006081225739307,7521006081225739307,Rolf,Kretschmer,,01.06.1932,,,
dup,7521694764867432805,7521694764867432805,Magdalena,Klein,,01.02.1997,,22880,Wedel
dup,7521782686667460433,7521782686667460433,Lutz,Seifert,,09.03.1961,,97261,Guentersleben
dup,7526457192016359834,7526457192016359834,Elisabeth,Schwab,,07.05.1983,,36157,Ebersburg
dup,7526889631348575441,7526889631348575441,Ursula,Dahmen,,01.06.1974,,54550,Daun
dup,7527331337664180461,7527331337664180461,Anni,Ritz,Haak,07.11.1991,Wuppertal,,
dup,7527533674385422722,7527533674385422722,Herbert,Jonas,,10.11.1962,,35108,Lichtenfels
dup,7528360272388181974,7528360272388181974,Kurt,Heckel,Heckel,14.03.1999,Bamberg,96052,Bamberg
dup,7532211838968772241,7532211838968772241,Monika,Schmidt,,17.01.1959,,,
dup,7532765346176089568,7532765346176089568,Erich,Wagner,,20.04.1978,,22527,Hamburg
dup,7532804852446246586,7532804852446246586,Bettina,Roesch,,14.06.1997,,,
dup,7536338494097112295,7536338494097112295,Franz,Klein,,04.09.2008,,03172,Pinnow-Heideland
dup,7536350753398080314,7536350753398080314,Dieter,Simon,,12.10.1989,,21522,Hittbergen
dup,7536844248918738226,7536844248918738226,Bruno,Frank,Kaestner,10.02.1956,Ochtrup,32816,Schieder-Schwalenberg
dup,7537211558175686642,7537211558175686642,Yvonne,Wiegmann,,16.07.1964,,34125,Kassel
dup,7540226897394908959,7540226897394908959,Paul,Wagner,,28.12.1935,,17389,Anklam
dup,7544942850438743770,7544942850438743770,Dieter,Vorwerk,,24.09.1975,,66123,Saarbruecken
dup,7545485868592643055,7545485868592643055,Alfred,Klein,Klatt,11.08.1971,Mehring,84561,Mehring
dup,7545876515411673975,7545876515411673975,Guenther,Boehm,,19.01.1963,,12357,Berlin
dup,7548504062130960231,7548504062130960231,Erhard,Roesch,,05.09.2005,,74538,Rosengarten
dup,7548647730848578245,7548647730848578245,Ursula,Plum,,29.08.1950,,59939,Olsberg
dup,7549309813970613827,7549309813970613827,Peter,Schwenke,Schwenke,24.04.1959,Sehlem,54518,Sehlem
dup,7549627733162179417,7549627733162179417,Klaus,Mauch,Mauch,13.11.1965,Hamburg,,
dup,7551244665956550575,7551244665956550575,Wolfgang,Brandner,,03.08.1967,,97318,Kitzingen
dup,7555614431001099629,7555614431001099629,Jens,Thaler,,25.10.1973,,,
dup,7555722263297568909,7555722263297568909,Dietlinde,Petersen,,25.10.1929,,45141,Essen
dup,7557095852881131955,7557095852881131955,Marion,Jung,,30.06.2007,,35510,Butzbach
dup,7557421280232361224,7557421280232361224,Helmut,Eichhorn,Loew,29.06.1976,Marktbergel,91613,Marktbergel
dup,7559327332602629553,7559327332602629553,Ursula,Anton,,10.01.2002,,,
dup,7563070735112161322,7563070735112161322,Annette,Becker,,22.08.2005,,,
dup,7564283907584145340,7564283907584145340,Herbert,Radtke,,27.06.1959,,18147,Rostock
dup,7565881643667246173,7565881643667246173,Joerg,Eisenmann,Meyer,07.02.1942,Hanau,29323,Wietze
dup,7566658355193494419,7566658355193494419,Claus,Buecker,Grass,29.05.1991,Mainburg,59192,Bergkamen
dup,7569265495981275493,7569265495981275493,Berit,Hellmann,,06.01.1956,,19061,Schwerin
dup,7570223201892975892,7570223201892975892,Bianca,Lohse,,13.03.1930,,32549,Hille
dup,7570479000796574527,7570479000796574527,Detlef,Kammerer,,19.06.2003,,,
dup,7574238795896960292,7574238795896960292,Udo,Otto,,14.03.1962,,69126,Heidelberg
dup,7575526073049660282,7575526073049660282,Gisela,Herrmann,,03.03.2009,,91522,Ansbach
dup,7576235673631111608,7576235673631111608,Thomas,Wrobel,,31.07.1978,,66679,Merzig
dup,7578718740832600541,7578718740832600541,Christian,Heck,,11.02.1913,,35463,Fernwald
dup,7578836186838514278,7578836186838514278,Helga,Pohl,,23.09.1961,,57078,Siegen
dup,7578975584531430145,7578975584531430145,Silvio,Horn,,21.05.1967,,95447,Bayreuth
dup,7579002987799332840,7579002987799332840,Birgit,Karg,,28.11.1994,,,
dup,7580584019942489342,7580584019942489342,Elvira,Mueller,,01.11.1930,,78136,Hornberg
dup,7581431775488096711,7581431775488096711,Monika,Boehm,,04.08.1934,,75334,Straubenhardt
dup,7581821464981058647,7581821464981058647,Thomas,Merkel,,12.05.1994,,13057,Berlin
dup,7582315768740886712,7582315768740886712,Valerie,Bender,,11.05.1965,,37639,Bevern
org,7582566948308105459,7582566948308105459,Sandra,Hoelzer,,17.04.1972,,01744,Dippoldiswalde
dup,7582566948308105459,7582566948308105459,Sandra,Wohlfahrt,Hoelzer,17.04.1972,,01744,Dippoldiswalde
dup,7589153542194378774,7589153542194378774,Armin,Wunderlich,Schwarz,01.12.1991,Berlin,10999,Berlin
dup,7589764978333600578,7589764978333600578,Joerg,Laube,,01.03.1959,,,
dup,7590304126404479479,7590304126404479479,Hanni,Jung,,25.09.1981,,,
dup,7590536244937277122,7590536244937277122,Fernando,Lenz,,27.03.1972,,48282,Emsdetten
dup,7590917360494266272,7590917360494266272,Robert,Bauer,Graf,27.06.1955,Wiefelstede,71065,Sindelfingen
dup,7592438798228173424,7592438798228173424,Frauke,Nehls,,12.01.1935,,85114,Buxheim
dup,7593629813980941375,7593629813980941375,Gernot,Gross,Gross,11.09.1991,Goch,47574,Goch
dup,7595575176439812070,7595575176439812070,Manfred,Storz,,11.04.1930,,78564,Wehingen
dup,7595752159162614271,7595752159162614271,Elke,Seiler,,08.01.1928,,,
dup,7595980545410681977,7595980545410681977,Ulrich,Maass,,01.04.1983,,95326,Kulmbach
dup,7597736124533195744,7597736124533195744,Sigrid,Busche,,12.10.1968,,30890,Barsinghausen
dup,7598822622047651706,7598822622047651706,Oswald,Petersen,,10.12.1978,,72250,Freudenstadt
dup,7599175946535914278,7599175946535914278,Katja,Jaeger,,25.12.1996,,81927,Muenchen
dup,7599217007191178299,7599217007191178299,Johann,Geyer,,27.08.1983,,07927,Hirschberg
dup,7604434886457639935,7604434886457639935,Juergen,Werner,Thieme,02.11.1942,Blumberg,78176,Blumberg
dup,7605245385791981263,7605245385791981263,Karin,Weber,,14.06.1971,,,
dup,7605787594044489779,7605787594044489779,Christian,Knoll,,17.06.1985,,55545,Riesweiler
dup,7606484580303194534,7606484580303194534,Erika,Schick,,06.06.1960,,,
org,7609681919490701907,7609681919490701907,Albert,Stein,,31.01.1941,,,
dup,7609681919490701907,7609681919490701907,Albert,Stein,,31.01.1941,,,
dup,7610681011793905882,7610681011793905882,Marianne,Schmidt,,07.02.1925,,44791,Bochum
dup,7612101108215924553,7612101108215924553,Stanislaw,Pfeffer,,09.12.1933,,,
dup,7613307095932291868,7613307095932291868,Guenter,Schnoor,,05.02.2007,,51545,Waldbroel
dup,7613639203340962711,7613639203340962711,Karola,Bock,Zahn,12.02.1953,Odenthal,51519,Odenthal
dup,7614063729186552826,7614063729186552826,Tilo,Rohde,,16.09.1980,,87629,Fuessen
dup,7614094164791046963,7614094164791046963,Helga,Berg,,28.11.1985,,,
dup,7617872927068079401,7617872927068079401,Bodo,Grell,,09.02.1994,,46483,Wesel
dup,7618171021082708347,7618171021082708347,Fred,Wieczorek,,06.02.1949,,24159,Kiel
dup,7619447641494408196,7619447641494408196,Jens,Knittel,,07.04.1981,,26835,Schwerinsdorf
dup,7619625792960969243,7619625792960969243,Waltraud,Zeitler,,29.04.1958,,,
dup,7620045982025338111,7620045982025338111,Gerhard,Luedtke,Reese,01.07.1966,Berlin,41179,Moenchengladbach
dup,7621891509381189263,7621891509381189263,Brigitta,Mueller,,12.04.1941,,83471,Berchtesgaden
dup,7622748633009467833,7622748633009467833,Charlotte,Schnoor,,05.10.1943,,51545,Waldbroel
dup,7624337268118210342,7624337268118210342,Wolfgang,Wagner,,16.07.1987,,,
